adv_id,Captação,Tipo de Captação,Data
Assessor_39,"124140,42",ST,2020-10-02 00:00:00
Assessor_26,"124100,00",TED,2020-05-29 00:00:00
Assessor_5,"124000,00",TED,2020-08-03 00:00:00
Assessor_10,"123962,22",TED,2019-11-18 00:00:00
Assessor_31,"123916,99",TED,2020-02-20 00:00:00
Assessor_37,"123900,00",TED,2020-07-24 00:00:00
Assessor_21,"123848,74",TED,2020-10-23 00:00:00
Assessor_10,"123840,00",TED,2020-03-04 00:00:00
Assessor_28,"123800,00",TED,2020-09-02 00:00:00
Assessor_25,"123683,15",TED,2020-07-28 00:00:00
Assessor_21,"123391,91",TED,2020-08-26 00:00:00
Assessor_37,"123231,59",PREV INTERNA,2020-08-05 00:00:00
Assessor_40,"123225,41",TD,2020-01-14 00:00:00
Assessor_29,"123012,76",ST,2020-02-21 00:00:00
Assessor_5,"122965,44",TED,2020-04-03 00:00:00
Assessor_29,"122880,00",TED,2020-09-24 00:00:00
Assessor_21,"122828,38",TED,2020-06-30 00:00:00
Assessor_25,"122770,67",TED,2020-09-22 00:00:00
Assessor_25,"122670,40",PREV,2020-07-24 00:00:00
Assessor_33,"122610,00",ST,2019-12-27 00:00:00
Assessor_29,"122600,00",TED,2020-03-13 00:00:00
Assessor_20,"122350,00",TED,2020-09-14 00:00:00
Assessor_14,"122289,96",FUNDOS PCO,2020-06-23 00:00:00
Assessor_15,"122288,60",TED,2020-08-21 00:00:00
Assessor_25,"122000,00",TED,2020-01-10 00:00:00
Assessor_3,"122000,00",TED,2020-08-27 00:00:00
Assessor_41,"122000,00",TED,2020-04-13 00:00:00
Assessor_15,"121820,00",TED,2020-09-10 00:00:00
Assessor_31,"121680,92",TED,2020-02-21 00:00:00
Assessor_3,"121640,00",TED,2020-05-26 00:00:00
Assessor_35,"121508,11",ST,2020-10-20 00:00:00
Assessor_22,"121505,00",TED,2020-08-03 00:00:00
Assessor_40,"121501,58",TED,2020-06-30 00:00:00
Assessor_43,"121500,00",TED,2020-05-12 00:00:00
Assessor_12,"121414,82",TED,2020-04-15 00:00:00
Assessor_26,"121248,95",TED,2020-04-29 00:00:00
Assessor_48,"121067,53",TED,2020-01-20 00:00:00
Assessor_10,"121000,00",TED,2019-12-10 00:00:00
Assessor_39,"121000,00",TED,2020-09-09 00:00:00
Assessor_19,"120996,18",PREV,2020-07-24 00:00:00
Assessor_15,"120991,96",TED,2020-07-07 00:00:00
Assessor_14,"120910,00",ST,2020-04-24 00:00:00
Assessor_52,"120890,00",TED,2020-05-07 00:00:00
Assessor_33,"120663,00",TED,2020-02-20 00:00:00
Assessor_19,"120500,00",TED,2020-02-26 00:00:00
Assessor_45,"120500,00",TED,2020-10-21 00:00:00
Assessor_14,"120392,00",TED,2019-11-26 00:00:00
Assessor_19,"120300,00",TED,2020-10-15 00:00:00
Assessor_15,"120150,00",TED,2020-08-05 00:00:00
Assessor_42,"120087,58",PREV INTERNA,2020-01-28 00:00:00
Assessor_41,"120030,00",TED,2020-07-14 00:00:00
Assessor_42,"120000,00",TED,2019-12-31 00:00:00
Assessor_4,"119934,00",PREV,2020-09-14 00:00:00
Assessor_14,"119806,23",TED,2020-04-09 00:00:00
Assessor_19,"119537,00",ST,2020-06-17 00:00:00
Assessor_35,"119487,13",RF,2019-12-13 00:00:00
Assessor_42,"119300,00",TED,2020-09-03 00:00:00
Assessor_23,"119110,00",TED,2020-07-02 00:00:00
Assessor_43,"119057,28",TED,2020-07-03 00:00:00
Assessor_28,"119000,00",TED,2020-08-05 00:00:00
Assessor_21,"118935,80",ST,2020-07-10 00:00:00
Assessor_40,"118845,58",TED,2020-03-09 00:00:00
Assessor_43,"118611,20",TED,2020-07-14 00:00:00
Assessor_37,"118558,06",TED,2020-03-06 00:00:00
Assessor_36,"118530,00",TED,2020-08-19 00:00:00
Assessor_23,"118415,41",TED,2020-03-30 00:00:00
Assessor_13,"118400,80",ST,2020-10-28 00:00:00
Assessor_42,"118332,03",TED,2020-01-31 00:00:00
Assessor_12,"118300,00",TED,2020-10-09 00:00:00
Assessor_42,"118106,87",TED,2020-09-17 00:00:00
Assessor_41,"118037,23",TED,2020-10-23 00:00:00
Assessor_40,"118000,49",TED,2020-09-22 00:00:00
Assessor_26,"118000,00",TED,2019-12-19 00:00:00
Assessor_28,"118000,00",TED,2020-09-21 00:00:00
Assessor_36,"118000,00",TED,2020-09-16 00:00:00
Assessor_42,"118000,00",TED,2020-09-04 00:00:00
Assessor_12,"117820,00",ST,2020-07-15 00:00:00
Assessor_35,"117741,51",TED,2020-03-16 00:00:00
Assessor_46,"117700,00",TED,2020-09-21 00:00:00
Assessor_31,"117570,47",TED,2020-03-13 00:00:00
Assessor_12,"117500,00",TED,2020-10-14 00:00:00
Assessor_12,"117338,11",PREV,2020-04-15 00:00:00
Assessor_12,"117157,54",TED,2020-02-04 00:00:00
Assessor_29,"117050,00",TED,2020-05-15 00:00:00
Assessor_39,"117036,78",PREV,2020-08-26 00:00:00
Assessor_23,"117000,00",TED,2020-05-15 00:00:00
Assessor_37,"117000,00",TED,2020-06-19 00:00:00
Assessor_12,"116979,78",TED,2020-10-13 00:00:00
Assessor_25,"116700,00",TED,2020-06-24 00:00:00
Assessor_29,"116700,00",TED,2020-09-16 00:00:00
Assessor_25,"116626,00",TED,2020-06-05 00:00:00
Assessor_21,"116600,00",TED,2020-05-11 00:00:00
Assessor_22,"116554,34",TED,2020-08-10 00:00:00
Assessor_27,"116515,21",TED,2019-11-25 00:00:00
Assessor_3,"116500,00",TED,2020-03-04 00:00:00
Assessor_33,"116500,00",TED,2020-07-27 00:00:00
Assessor_19,"116450,00",TED,2019-12-16 00:00:00
Assessor_23,"116420,50",TED,2020-02-20 00:00:00
Assessor_41,"116400,00",TED,2020-09-10 00:00:00
Assessor_28,"116300,00",TED,2020-10-06 00:00:00
Assessor_27,"116056,79",TED,2020-09-29 00:00:00
Assessor_23,"116000,00",TED,2020-02-04 00:00:00
Assessor_27,"116000,00",TED,2020-07-22 00:00:00
Assessor_4,"116000,00",TED,2020-03-12 00:00:00
Assessor_4,"116000,00",TED,2020-06-12 00:00:00
Assessor_29,"115846,30",TD,2020-02-21 00:00:00
Assessor_37,"115832,60",TED,2020-07-28 00:00:00
Assessor_3,"115802,92",TED,2020-05-29 00:00:00
Assessor_1,"115646,63",TED,2019-12-30 00:00:00
Assessor_22,"115500,00",TED,2020-09-03 00:00:00
Assessor_19,"115393,00",TED,2020-05-25 00:00:00
Assessor_46,"115200,00",TED,2020-04-27 00:00:00
Assessor_46,"115200,00",TED,2020-07-14 00:00:00
Assessor_3,"115158,20",PREV,2020-03-12 00:00:00
Assessor_29,"115129,09",TED,2020-09-04 00:00:00
Assessor_28,"115118,00",TED,2020-08-18 00:00:00
Assessor_52,"115115,00",TED,2020-09-21 00:00:00
Assessor_40,"115049,26",PREV,2020-09-04 00:00:00
Assessor_12,"115000,00",TED,2020-06-15 00:00:00
Assessor_14,"115000,00",TED,2020-02-27 00:00:00
Assessor_28,"115000,00",TED,2020-05-21 00:00:00
Assessor_31,"115000,00",TED,2019-11-20 00:00:00
Assessor_41,"115000,00",TED,2020-06-02 00:00:00
Assessor_46,"114884,74",TD,2020-01-17 00:00:00
Assessor_29,"114600,00",TED,2020-07-07 00:00:00
Assessor_4,"114555,00",TED,2020-08-04 00:00:00
Assessor_41,"114553,96",ST,2020-06-22 00:00:00
Assessor_27,"114521,00",TED,2020-09-30 00:00:00
Assessor_36,"114500,00",TED,2020-06-22 00:00:00
Assessor_1,"114432,34",TED,2020-07-02 00:00:00
Assessor_42,"114398,02",TED,2020-05-08 00:00:00
Assessor_25,"114196,15",PREV,2020-06-01 00:00:00
Assessor_21,"114176,26",TED,2020-01-16 00:00:00
Assessor_49,"114170,00",TED,2020-10-01 00:00:00
Assessor_27,"114115,46",TED,2020-04-23 00:00:00
Assessor_5,"114111,30",TD,2020-06-17 00:00:00
Assessor_41,"114017,93",TED,2019-11-13 00:00:00
Assessor_4,"114000,00",TED,2020-09-02 00:00:00
Assessor_1,"113735,84",PREV,2020-06-02 00:00:00
Assessor_10,"113585,97",TED,2020-07-22 00:00:00
Assessor_37,"113577,00",TED,2020-06-17 00:00:00
Assessor_35,"113500,00",TED,2020-04-03 00:00:00
Assessor_43,"113300,00",TED,2020-09-08 00:00:00
Assessor_5,"113200,00",TED,2020-06-17 00:00:00
Assessor_3,"113175,70",ST,2020-06-03 00:00:00
Assessor_41,"113112,54",TED,2020-04-27 00:00:00
Assessor_27,"113050,00",TED,2020-06-10 00:00:00
Assessor_22,"113023,93",TED,2020-07-24 00:00:00
Assessor_4,"113000,00",TED,2020-03-16 00:00:00
Assessor_4,"113000,00",TED,2020-07-09 00:00:00
Assessor_21,"112716,54",TED,2020-06-03 00:00:00
Assessor_27,"112705,84",TED,2019-12-30 00:00:00
Assessor_10,"112699,99",TED,2020-02-20 00:00:00
Assessor_10,"112615,71",PREV INTERNA,2019-11-06 00:00:00
Assessor_44,"112615,03",PREV,2020-09-16 00:00:00
Assessor_26,"112591,00",ST,2019-11-06 00:00:00
Assessor_48,"112580,00",OTA,2020-01-21 00:00:00
Assessor_34,"112534,71",TED,2020-09-21 00:00:00
Assessor_12,"112300,00",TED,2020-09-04 00:00:00
Assessor_15,"112277,58",ST,2020-06-17 00:00:00
Assessor_31,"112200,00",TED,2020-03-04 00:00:00
Assessor_4,"112183,56",PREV,2020-06-04 00:00:00
Assessor_21,"112177,84",TED,2020-01-09 00:00:00
Assessor_46,"112120,00",TED,2020-10-01 00:00:00
Assessor_23,"112023,02",TED,2020-07-13 00:00:00
Assessor_40,"111857,16",TED,2020-04-24 00:00:00
Assessor_23,"111822,46",TED,2020-08-06 00:00:00
Assessor_26,"111813,53",TED,2019-11-22 00:00:00
Assessor_26,"111807,51",ST,2020-08-17 00:00:00
Assessor_34,"111773,60",ST,2020-06-16 00:00:00
Assessor_23,"111749,22",TED,2020-07-10 00:00:00
Assessor_21,"111651,00",ST,2020-07-02 00:00:00
Assessor_10,"111566,58",TED,2019-12-04 00:00:00
Assessor_12,"111560,00",TED,2020-09-10 00:00:00
Assessor_49,"111510,00",TED,2020-10-19 00:00:00
Assessor_27,"111500,00",TED,2020-07-23 00:00:00
Assessor_23,"111443,13",TED,2020-03-02 00:00:00
Assessor_33,"111187,83",TED,2019-11-08 00:00:00
Assessor_46,"111138,58",TED,2020-09-10 00:00:00
Assessor_1,"111044,12",TED,2020-07-08 00:00:00
Assessor_25,"111000,00",TED,2020-07-07 00:00:00
Assessor_27,"110950,00",TED,2020-02-28 00:00:00
Assessor_28,"110950,00",TED,2020-06-30 00:00:00
Assessor_23,"110844,27",PREV,2020-07-14 00:00:00
Assessor_4,"110838,20",TED,2020-07-03 00:00:00
Assessor_5,"110796,05",TED,2020-04-28 00:00:00
Assessor_41,"110700,00",TED,2019-12-05 00:00:00
Assessor_42,"110681,22",PREV,2020-04-17 00:00:00
Assessor_42,"110650,00",TED,2019-10-09 00:00:00
Assessor_22,"110613,90",PREV,2020-02-04 00:00:00
Assessor_34,"110600,00",TED,2020-07-20 00:00:00
Assessor_33,"110517,00",ST,2020-07-01 00:00:00
Assessor_15,"110300,00",TED,2020-06-16 00:00:00
Assessor_21,"110266,89",TED,2020-04-14 00:00:00
Assessor_29,"110219,49",TED,2020-07-13 00:00:00
Assessor_22,"110000,00",TED,2019-12-11 00:00:00
Assessor_23,"110000,00",TED,2020-08-25 00:00:00
Assessor_27,"110000,00",TED,2020-04-17 00:00:00
Assessor_36,"110000,00",TED,2020-09-10 00:00:00
Assessor_42,"109935,00",ST,2020-10-08 00:00:00
Assessor_19,"109803,38",TED,2020-04-24 00:00:00
Assessor_16,"109709,00",TED,2020-09-22 00:00:00
Assessor_33,"109700,00",TED,2020-10-21 00:00:00
Assessor_26,"109662,86",TED,2020-10-20 00:00:00
Assessor_4,"109500,00",TED,2020-09-09 00:00:00
Assessor_19,"109390,00",TED,2019-12-20 00:00:00
Assessor_4,"109360,00",TED,2020-07-28 00:00:00
Assessor_27,"109328,68",ST,2020-10-27 00:00:00
Assessor_12,"109253,85",TED,2020-07-16 00:00:00
Assessor_26,"109157,33",TED,2020-09-04 00:00:00
Assessor_49,"108750,00",TED,2020-10-07 00:00:00
Assessor_28,"108663,53",TED,2020-09-23 00:00:00
Assessor_1,"108650,00",TED,2020-01-10 00:00:00
Assessor_19,"108649,61",TED,2019-12-23 00:00:00
Assessor_14,"108365,92",TED,2019-11-25 00:00:00
Assessor_27,"108257,51",TED,2020-03-09 00:00:00
Assessor_12,"108255,31",FUNDOS PCO,2020-05-19 00:00:00
Assessor_42,"108238,49",TED,2020-04-16 00:00:00
Assessor_22,"108222,00",TED,2020-09-02 00:00:00
Assessor_43,"108160,00",TED,2020-10-15 00:00:00
Assessor_26,"108097,81",PREV,2020-06-15 00:00:00
Assessor_21,"108010,00",TED,2020-04-17 00:00:00
Assessor_20,"108000,00",TED,2020-09-30 00:00:00
Assessor_26,"108000,00",TED,2020-06-19 00:00:00
Assessor_27,"108000,00",TED,2020-03-17 00:00:00
Assessor_9,"108000,00",TED,2020-10-07 00:00:00
Assessor_28,"107998,80",ST,2020-08-28 00:00:00
Assessor_19,"107978,00",TED,2020-08-24 00:00:00
Assessor_37,"107925,26",TED,2019-12-16 00:00:00
Assessor_12,"107922,00",TED,2020-08-03 00:00:00
Assessor_29,"107800,00",ST,2020-01-13 00:00:00
Assessor_51,"107597,00",TED,2020-10-22 00:00:00
Assessor_42,"107534,36",TED,2019-10-01 00:00:00
Assessor_31,"107496,55",PREV,2020-02-19 00:00:00
Assessor_48,"107425,67",TED,2020-08-03 00:00:00
Assessor_40,"107300,00",TED,2020-10-20 00:00:00
Assessor_48,"107196,83",PREV,2020-09-18 00:00:00
Assessor_4,"107181,13",ST,2020-08-10 00:00:00
Assessor_24,"107019,75",ST,2020-09-24 00:00:00
Assessor_12,"107000,00",TED,2019-11-27 00:00:00
Assessor_12,"107000,00",TED,2020-05-11 00:00:00
Assessor_15,"107000,00",TED,2020-06-08 00:00:00
Assessor_19,"107000,00",TED,2020-09-22 00:00:00
Assessor_28,"107000,00",TED,2020-10-05 00:00:00
Assessor_5,"107000,00",TED,2020-06-10 00:00:00
Assessor_27,"106900,00",TED,2020-07-17 00:00:00
Assessor_15,"106800,00",TED,2020-06-12 00:00:00
Assessor_23,"106668,81",TED,2020-07-31 00:00:00
Assessor_12,"106576,67",ST,2020-07-27 00:00:00
Assessor_34,"106500,00",TED,2020-07-01 00:00:00
Assessor_21,"106400,00",TED,2020-07-23 00:00:00
Assessor_43,"106394,63",TED,2020-08-21 00:00:00
Assessor_19,"106380,00",TED,2020-07-28 00:00:00
Assessor_52,"106310,66",TED,2020-06-15 00:00:00
Assessor_48,"106185,00",TED,2020-10-16 00:00:00
Assessor_48,"106058,00",TED,2020-07-20 00:00:00
Assessor_19,"106017,71",RF,2020-02-06 00:00:00
Assessor_19,"105999,99",TED,2020-10-09 00:00:00
Assessor_31,"105905,00",TED,2020-04-29 00:00:00
Assessor_20,"105869,00",ST,2020-09-02 00:00:00
Assessor_52,"105800,00",TED,2020-10-22 00:00:00
Assessor_7,"105600,00",TED,2020-09-15 00:00:00
Assessor_21,"105530,00",TED,2020-08-28 00:00:00
Assessor_36,"105500,00",TED,2020-08-27 00:00:00
Assessor_25,"105452,40",ST,2020-04-29 00:00:00
Assessor_42,"105441,85",TED,2019-12-13 00:00:00
Assessor_12,"105400,00",TED,2020-02-21 00:00:00
Assessor_3,"105390,69",TD,2020-04-17 00:00:00
Assessor_3,"105317,00",TED,2020-10-08 00:00:00
Assessor_42,"105266,59",PREV INTERNA,2019-11-13 00:00:00
Assessor_1,"105252,01",TED,2020-07-28 00:00:00
Assessor_29,"105238,78",TED,2020-10-29 00:00:00
Assessor_16,"105234,05",TD,2020-10-26 00:00:00
Assessor_14,"105156,25",ST,2020-07-14 00:00:00
Assessor_27,"105130,00",TED,2019-11-04 00:00:00
Assessor_12,"105116,78",TED,2020-06-24 00:00:00
Assessor_9,"105100,00",TED,2020-09-14 00:00:00
Assessor_23,"105000,00",TED,2020-07-28 00:00:00
Assessor_35,"105000,00",TED,2020-03-12 00:00:00
Assessor_5,"105000,00",TED,2020-01-22 00:00:00
Assessor_42,"104942,58",TED,2019-11-19 00:00:00
Assessor_42,"104900,00",TED,2020-06-01 00:00:00
Assessor_37,"104889,36",TED,2020-10-28 00:00:00
Assessor_46,"104854,47",ST,2020-05-13 00:00:00
Assessor_42,"104837,15",TED,2020-03-19 00:00:00
Assessor_28,"104780,00",TED,2020-08-17 00:00:00
Assessor_42,"104700,00",PREV,2020-01-06 00:00:00
Assessor_31,"104637,41",TED,2020-10-15 00:00:00
Assessor_1,"104600,00",TED,2020-09-28 00:00:00
Assessor_27,"104600,00",TED,2020-07-08 00:00:00
Assessor_33,"104531,00",TED,2020-01-27 00:00:00
Assessor_19,"104500,00",TED,2020-10-22 00:00:00
Assessor_4,"104500,00",TED,2020-06-09 00:00:00
Assessor_40,"104439,93",PREV,2020-07-27 00:00:00
Assessor_41,"104300,00",TED,2020-09-01 00:00:00
Assessor_21,"104288,61",TED,2020-03-06 00:00:00
Assessor_26,"104224,80",ST,2019-10-01 00:00:00
Assessor_40,"104210,00",TED,2020-10-29 00:00:00
Assessor_13,"104190,91",TD,2020-10-22 00:00:00
Assessor_21,"104017,62",TED,2020-07-01 00:00:00
Assessor_35,"104010,65",PREV,2020-08-20 00:00:00
Assessor_42,"103931,09",TED,2020-08-07 00:00:00
Assessor_31,"103871,00",TED,2019-12-30 00:00:00
Assessor_34,"103800,00",TED,2020-09-14 00:00:00
Assessor_3,"103736,65",TED,2020-10-15 00:00:00
Assessor_31,"103639,16",ST,2020-03-11 00:00:00
Assessor_27,"103600,00",TED,2020-10-28 00:00:00
Assessor_28,"103529,37",TED,2020-08-06 00:00:00
Assessor_5,"103500,00",TED,2020-08-19 00:00:00
Assessor_43,"103491,19",TED,2019-11-08 00:00:00
Assessor_19,"103476,00",TED,2020-10-02 00:00:00
Assessor_39,"103400,00",TED,2020-08-03 00:00:00
Assessor_34,"103200,00",TED,2020-07-13 00:00:00
Assessor_29,"103102,45",TED,2020-03-04 00:00:00
Assessor_12,"103100,00",TED,2020-08-12 00:00:00
Assessor_23,"103000,00",TED,2019-10-17 00:00:00
Assessor_20,"102900,00",TED,2020-08-13 00:00:00
Assessor_41,"102856,98",TED,2020-07-29 00:00:00
Assessor_31,"102794,43",CEX,2020-10-09 00:00:00
Assessor_21,"102613,86",ST,2020-03-10 00:00:00
Assessor_1,"102564,80",TED,2020-03-12 00:00:00
Assessor_26,"102500,00",TED,2019-11-28 00:00:00
Assessor_31,"102484,35",TED,2020-03-12 00:00:00
Assessor_43,"102420,00",TED,2020-04-30 00:00:00
Assessor_42,"102403,62",TED,2020-05-14 00:00:00
Assessor_26,"102378,46",TED,2020-07-31 00:00:00
Assessor_40,"102300,00",TED,2020-07-21 00:00:00
Assessor_26,"102231,84",RF,2020-08-18 00:00:00
Assessor_52,"102100,10",TED,2020-07-15 00:00:00
Assessor_29,"102002,63",TED,2020-06-30 00:00:00
Assessor_25,"102000,00",TED,2020-04-24 00:00:00
Assessor_31,"102000,00",TED,2020-07-21 00:00:00
Assessor_41,"101937,74",TED,2019-11-04 00:00:00
Assessor_33,"101909,74",RF,2020-09-29 00:00:00
Assessor_46,"101884,63",TED,2020-03-03 00:00:00
Assessor_25,"101838,27",ST,2020-09-18 00:00:00
Assessor_28,"101800,00",TED,2020-09-22 00:00:00
Assessor_40,"101780,50",TED,2020-04-27 00:00:00
Assessor_35,"101695,00",ST,2019-11-22 00:00:00
Assessor_49,"101650,00",TED,2020-09-15 00:00:00
Assessor_42,"101550,00",TED,2020-09-28 00:00:00
Assessor_5,"101500,00",TED,2020-10-30 00:00:00
Assessor_23,"101427,10",ST,2020-05-06 00:00:00
Assessor_29,"101380,00",TED,2020-01-31 00:00:00
Assessor_23,"101297,80",TED,2020-09-24 00:00:00
Assessor_22,"101207,91",PREV INTERNA,2020-10-27 00:00:00
Assessor_28,"101065,00",TED,2020-09-16 00:00:00
Assessor_25,"101014,63",TED,2020-07-29 00:00:00
Assessor_14,"101010,00",TED,2020-04-24 00:00:00
Assessor_35,"101000,00",TED,2020-07-30 00:00:00
Assessor_43,"101000,00",TED,2020-02-19 00:00:00
Assessor_21,"100952,00",TED,2020-02-28 00:00:00
Assessor_31,"100950,00",TED,2019-12-20 00:00:00
Assessor_41,"100950,00",TED,2019-12-19 00:00:00
Assessor_3,"100924,62",PREV,2020-03-03 00:00:00
Assessor_21,"100801,00",TED,2020-05-15 00:00:00
Assessor_46,"100754,13",TED,2020-01-14 00:00:00
Assessor_31,"100667,95",TED,2020-07-16 00:00:00
Assessor_25,"100598,79",RF,2020-06-03 00:00:00
Assessor_12,"100500,00",TED,2020-07-08 00:00:00
Assessor_25,"100500,00",PREV,2020-07-27 00:00:00
Assessor_44,"100500,00",TED,2020-09-29 00:00:00
Assessor_46,"100461,20",TED,2020-09-16 00:00:00
Assessor_25,"100450,00",TED,2020-09-14 00:00:00
Assessor_36,"100450,00",TED,2020-07-09 00:00:00
Assessor_4,"100413,18",RF,2020-02-19 00:00:00
Assessor_34,"100372,68",ST,2020-06-18 00:00:00
Assessor_23,"100361,96",TED,2020-07-20 00:00:00
Assessor_36,"100350,15",TED,2020-10-27 00:00:00
Assessor_5,"100300,00",TED,2020-01-29 00:00:00
Assessor_42,"100273,98",TED,2020-06-26 00:00:00
Assessor_33,"100200,00",TED,2020-07-06 00:00:00
Assessor_5,"100200,00",TED,2020-07-21 00:00:00
Assessor_24,"100115,00",TED,2020-10-16 00:00:00
Assessor_5,"100100,00",TED,2020-06-05 00:00:00
Assessor_12,"100050,00",TED,2020-02-28 00:00:00
Assessor_10,"100000,00",TED,2019-12-03 00:00:00
Assessor_10,"100000,00",TED,2020-03-11 00:00:00
Assessor_12,"100000,00",PREV,2020-06-24 00:00:00
Assessor_19,"100000,00",TED,2019-12-30 00:00:00
Assessor_19,"100000,00",TED,2020-06-10 00:00:00
Assessor_19,"100000,00",TED,2020-08-07 00:00:00
Assessor_21,"100000,00",TED,2020-01-21 00:00:00
Assessor_22,"100000,00",TED,2019-10-07 00:00:00
Assessor_22,"100000,00",TED,2019-12-06 00:00:00
Assessor_22,"100000,00",TED,2019-12-12 00:00:00
Assessor_22,"100000,00",TED,2020-01-03 00:00:00
Assessor_23,"100000,00",TED,2020-09-17 00:00:00
Assessor_25,"100000,00",TED,2020-08-06 00:00:00
Assessor_27,"100000,00",PREV,2020-07-01 00:00:00
Assessor_27,"100000,00",TED,2020-01-14 00:00:00
Assessor_28,"100000,00",TED,2020-04-29 00:00:00
Assessor_31,"100000,00",PREV,2020-07-28 00:00:00
Assessor_31,"100000,00",TED,2019-11-13 00:00:00
Assessor_31,"100000,00",TED,2019-11-19 00:00:00
Assessor_31,"100000,00",TED,2020-03-26 00:00:00
Assessor_33,"100000,00",TED,2019-10-23 00:00:00
Assessor_34,"100000,00",TED,2020-08-18 00:00:00
Assessor_36,"100000,00",TED,2019-11-28 00:00:00
Assessor_40,"100000,00",PREV,2019-12-30 00:00:00
Assessor_41,"100000,00",PREV,2020-07-01 00:00:00
Assessor_41,"100000,00",TED,2019-11-29 00:00:00
Assessor_41,"100000,00",TED,2020-03-24 00:00:00
Assessor_44,"100000,00",TED,2020-10-08 00:00:00
Assessor_46,"100000,00",TED,2020-01-06 00:00:00
Assessor_5,"100000,00",TED,2020-05-18 00:00:00
Assessor_5,"100000,00",TED,2020-10-26 00:00:00
Assessor_31,"99999,99",TED,2020-04-30 00:00:00
Assessor_50,"99985,05",TED,2020-10-20 00:00:00
Assessor_27,"99972,62",TED,2020-09-09 00:00:00
Assessor_14,"99851,70",TED,2020-04-22 00:00:00
Assessor_35,"99804,71",TED,2020-04-23 00:00:00
Assessor_25,"99800,00",TED,2020-04-27 00:00:00
Assessor_46,"99680,00",TED,2020-09-25 00:00:00
Assessor_21,"99500,00",TED,2020-10-28 00:00:00
Assessor_31,"99400,00",TED,2020-05-13 00:00:00
Assessor_25,"99312,00",TED,2019-12-03 00:00:00
Assessor_40,"99300,00",TED,2020-10-26 00:00:00
Assessor_35,"99283,46",TED,2020-10-01 00:00:00
Assessor_23,"99224,86",PREV,2020-06-17 00:00:00
Assessor_44,"99185,50",TED,2020-10-20 00:00:00
Assessor_43,"99143,76",TED,2020-05-21 00:00:00
Assessor_31,"99050,00",TED,2020-08-05 00:00:00
Assessor_4,"99000,00",TED,2020-09-17 00:00:00
Assessor_45,"99000,00",TED,2020-10-02 00:00:00
Assessor_1,"98892,07",TED,2020-06-24 00:00:00
Assessor_15,"98800,05",TED,2020-10-28 00:00:00
Assessor_24,"98737,33",TED,2020-10-02 00:00:00
Assessor_24,"98641,88",TED,2020-10-13 00:00:00
Assessor_42,"98439,61",ST,2020-06-26 00:00:00
Assessor_24,"98353,58",TED,2020-08-14 00:00:00
Assessor_21,"98246,00",ST,2020-06-18 00:00:00
Assessor_12,"98118,56",TED,2019-11-18 00:00:00
Assessor_12,"98000,00",TED,2020-08-28 00:00:00
Assessor_21,"98000,00",TED,2019-12-11 00:00:00
Assessor_26,"98000,00",TED,2020-07-09 00:00:00
Assessor_31,"98000,00",TED,2019-11-11 00:00:00
Assessor_48,"98000,00",TED,2020-04-17 00:00:00
Assessor_42,"97899,83",TED,2019-10-15 00:00:00
Assessor_27,"97838,21",TED,2020-05-27 00:00:00
Assessor_43,"97800,00",TED,2020-07-28 00:00:00
Assessor_33,"97760,10",TED,2020-02-04 00:00:00
Assessor_3,"97760,00",TED,2020-08-04 00:00:00
Assessor_22,"97747,43",TED,2020-04-14 00:00:00
Assessor_7,"97692,96",TD,2020-09-16 00:00:00
Assessor_3,"97685,00",TED,2020-08-05 00:00:00
Assessor_4,"97602,55",ST,2020-06-04 00:00:00
Assessor_39,"97534,83",TED,2020-10-26 00:00:00
Assessor_15,"97496,00",ST,2019-11-25 00:00:00
Assessor_27,"97317,68",PREV,2020-05-20 00:00:00
Assessor_3,"97200,00",TED,2020-05-11 00:00:00
Assessor_15,"97126,36",TED,2020-04-08 00:00:00
Assessor_19,"97070,00",TED,2020-01-29 00:00:00
Assessor_43,"97070,00",TED,2019-12-04 00:00:00
Assessor_3,"97045,09",PREV,2020-06-08 00:00:00
Assessor_12,"97000,00",TED,2020-06-25 00:00:00
Assessor_19,"96928,87",TED,2020-09-08 00:00:00
Assessor_48,"96910,00",TED,2020-07-29 00:00:00
Assessor_25,"96900,00",TED,2019-11-11 00:00:00
Assessor_5,"96854,35",TED,2020-04-23 00:00:00
Assessor_42,"96815,87",TED,2020-10-08 00:00:00
Assessor_44,"96787,61",ST,2020-10-29 00:00:00
Assessor_27,"96748,15",RF,2020-04-24 00:00:00
Assessor_5,"96737,28",TED,2020-01-06 00:00:00
Assessor_22,"96686,12",TED,2020-07-15 00:00:00
Assessor_42,"96466,04",TED,2019-11-22 00:00:00
Assessor_23,"96357,72",TED,2019-12-11 00:00:00
Assessor_27,"96315,70",TED,2020-06-25 00:00:00
Assessor_23,"96310,00",TED,2020-09-09 00:00:00
Assessor_11,"95897,10",ST,2020-10-07 00:00:00
Assessor_39,"95809,74",ST,2020-09-23 00:00:00
Assessor_31,"95794,23",TED,2020-01-07 00:00:00
Assessor_49,"95770,00",TED,2020-10-28 00:00:00
Assessor_9,"95680,00",TED,2020-10-30 00:00:00
Assessor_25,"95516,74",TED,2020-09-29 00:00:00
Assessor_34,"95514,42",TED,2020-06-19 00:00:00
Assessor_21,"95408,38",PREV,2020-06-15 00:00:00
Assessor_10,"95375,58",TED,2020-04-01 00:00:00
Assessor_46,"95338,00",TED,2020-05-21 00:00:00
